	team_name	player_name	title	description	content
0	washington_redskins	Morgan Moses	For the first time this decade, Redskins will take the field without Ryan Kerrigan	For the first time this decade, Ryan Kerrigan will miss a Redskins game. A first-round pick in 2011, Kerrigan has started every game of his NFL career, 139 straight starts to be exact, but that run will end this Sunday.	"For the first time this decade, Ryan Kerrigan will miss a Redskins game. 
A first-round pick in 2011, Kerrigan has started every game of his NFL career, 139 straight starts to be exact, but that run will end this Sunday when the Redskins take on the Carolina… [+1394 chars]"
1	washington_redskins	Morgan Moses	Joe Theismann thinks Dwayne Haskins' selfie was 'immature'	Everyone has their opinion on the late-game Dwayne Haskins selfie vs. Detroit, including former Redskins QB Joe Theismann.	"Dwayne Haskins won his first NFL game on Sunday against the Lions, but his play on the field came second to an off the field antic he pulled late in the fourth quarter, causing him to miss the Redskins' kneel down in victory formation.
As backup quarterback … [+2642 chars]"
2	washington_redskins	Morgan Moses	Haskins misses final snap to take selfie with fan	Caught up in celebrating his first win as an NFL starter, Dwayne Haskins accidentally missed the final snap to take a selfie with a fan.	LANDOVER, Md. -- As the Washington Redskins offense ran back onto the field, ready to take the victory formation, quarterback Dwayne Haskins was taking a selfie with a fan. That left the Redskins needing to trot veteran Case Keenum onto the field to take the … [+2217 chars]
3	washington_redskins	Morgan Moses	For the first time in 13 months, the Redskins... won at home	The Redskins snapped a nine-game losing streak at FedEx Field with a 19-16 win against Detroit on Sunday.	"FEDEX FIELD So much has changed in the 13 months since the Redskins last won a home game at FedEx Field. 
The quarterback, the coach, the atmosphere around an organization that thought it was a playoff contender after a 20-17 win against the Dallas Cowboys o… [+4502 chars]"
4	washington_redskins	Morgan Moses	Dwayne Haskins misses final play of Redskins win while taking a selfie with fans	The rookie's momentary lapse in attention irritated Coach Bill Callahan and drew criticism from former Washington quarterback Joe Theismann.	"We were looking for him, Callahan said. I think he thought the game was over. 
Haskins wasnt on the field for the final play of his first career victory because he was in front of the stands, snapping a selfie with a few fans. He apparently didnt realize cor… [+2019 chars]"
5	washington_redskins	Morgan Moses	Hail or Fail: Special teams spark Redskins, while every other NFC East team loses	Washington’s second win was a blow to its draft position.	"Fail: Dwayne Haskinss accuracy
Haskins deserves credit for making a couple of big plays on the drive that set up Hopkinss go-ahead field goal, including an 11-yard scramble and a 17-yard completion to Terry McLaurin. For much of the rest of the game he looke… [+4598 chars]"
6	washington_redskins	Morgan Moses	Dwayne Haskins’ selfie friend thought it was a classy gesture	Interim Washington coach Bill Callahan might have been the only one angry at Dwayne Haskins yesterday. Well, him and some old cranks on the internet. But Haskins at least made a few fans happy by missing the final kneel-down of the game to take a selfie, and …	"Interim Washington coach Bill Callahan might have been the only one angry at Dwayne Haskins yesterday. Well, him and some old cranks on the internet.
But Haskins at least made a few fans happy by missing the final kneel-down of the game to take a selfie, and… [+1286 chars]"
7	washington_redskins	 Montae Nicholson	Autopsy pending for woman brought to ER by Redskins player	Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson	"ASHBURN, Va. (AP) — Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson.
Loudoun County sheriff’s spokesman Kraig Troxell tells WTOP-FM that 21-year-old Julie E.… [+622 chars]"
8	washington_redskins	 Montae Nicholson	Autopsy pending for woman brought to ER by Redskins player	ASHBURN, Va. (AP) — Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson. Loudoun County sheriff’s spokesman Kraig Troxell tells WTOP-FM that 21-year-old Julie E. …	"ASHBURN, Va. (AP) Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson.
Loudoun County sheriffs spokesman Kraig Troxell tells WTOP-FM that 21-year-old Julie E. Cr… [+616 chars]"
9	washington_redskins	 Montae Nicholson	Autopsy pending for woman brought to ER by Redskins player	Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson.	"ASHBURN, Va. Authorities say an autopsy is pending for a woman who died after being brought to a Virginia hospital by Washington Redskins safety Montae Nicholson.
Loudoun County sheriff's spokesman Kraig Troxell tells WTOP-FM that 21-year-old Julie E. Crabbe… [+615 chars]"
10	washington_redskins	 Montae Nicholson	Fail to the Redskins	Bad owner equals bad team. There are plenty of examples of this in sports and of course in business too.	"Dan Snyder, owner of the Washington Redskins, turns 55 today. Fans of the team arent sending birthday wishes.
The Washington Redskins have become the dregs of the National Football League. The team is a perennial loser, not in a hapless, lovable way like the… [+9603 chars]"
11	washington_redskins	 Montae Nicholson	As Montae Nicholson practices, late girlfriend’s family and friends gather outside Redskins Park	Friends and family of Julia Crabbe gathered outside the Redskins' practice facility to call attention to her death.	The Loudoun County Sheriffs Office continues to investigate Crabbes death. A search of Nicholsons home the day of her death turned up marijuana, pills and foil with residue. The search warrant did not identify the latter drugs or explain who they belonged to … [+3876 chars]
12	washington_redskins	 Montae Nicholson	Redskins Lions	Washington has lost nine straight at home dating back to last season.	Washington ended a month-long touchdown drought in the fourth quarter of last weeks 34-17 loss to the Jets when rookie quarterback Dwayne Haskins connected with Derrius Guice for a 45-yard score, but the offense was limited to 225 total yards and Haskins was … [+2183 chars]
