	team_name	player_name	title	description	content
31	new_england_patriots	 Devin McCourty	PRESSURE: As flu sacks eight Patriots, kicker Nick Folk is out after appendectomy...	<p>The New England Patriots were scrambling, losing their kicker and picking up a little something besides a victory in the chilly rain last week as they prepared for a prime time game Sunday.</p> <p>Kicker Nick Folk will miss the game after having an appende…	"The New England Patriots were scrambling, losing their kicker and picking up a little something besides a victory in the chilly rain last week as they prepared for a prime time game Sunday.
Kicker Nick Folk will miss the game after having an appendectomy Thu… [+1927 chars]"
32	new_england_patriots	 Devin McCourty	Patriots defense identifies the key to facing Texans QB DeShaun Watson	The Patriots defense identifies what they need to do to control DeShaun Watson.	"The New England Patriots defense needs to do a much better job of containing speedy quarterbacks like Lamar Jackson. 
While they failed to stifle Jackson and the Baltimore Ravens offense at the beginning of November, a few members of the New England defense … [+1225 chars]"
33	new_england_patriots	 Devin McCourty	Patriots K Nick Folk had appendectomy, won't be available Sunday	The Patriots are fighting illness right now, in more way than one.	"The New England Patriots arent having a great week.
On Wednesday, eight players missed practice because of illness, with one other player limited. Its not rare for teams to have a cluster of players fall ill around this time of year, but New England safety D… [+1579 chars]"
34	new_england_patriots	 Devin McCourty	New England Patriots sacked by a bug with 'flu-like symptoms'	The New England Patriots are gearing up for a big showdown against the Houston Texans on Sunday, but they may be down a few key players.	"(CNN)The New England Patriots are gearing up for a big showdown against the Houston Texans on Sunday, but they may be down a few key players thanks to \what appears to be a flu bug that has struck the team.
Cornerbacks Stephon Gilmore and Joejuan Williams, s… [+852 chars]"
35	new_england_patriots	 Devin McCourty	Week 12 NFL Fashion Review: Devin McCourty Loves Dwight Schrute And Daniel Jones Is Constantly On A School Field Trip	Week 12 of the NFL season was one of those rare moments of the year where we collectively experienced victory before a single game began.	"Getty Image
Week 12 of the NFL season was one of those rare moments of the year where we collectively experienced victory before a single game began. Why? Because it marked the final Sunday of BYE Weeks. From here on out, everyone’s all-in and that’s a great… [+12754 chars]"
36	new_england_patriots	 Devin McCourty	Patriots defense shines against NFL’s top-ranked offense	As offense continues to struggle, defense remains constant for Patriots	"FOXBOROUGH, Mass. (AP) — Entering its matchup with Dallas, one of the most common critiques of the Patriots‘ top-ranked defense this season was that it hadn’t performed well against a top-tier offense.
New England stomped on that criticism during its 13-9 wi… [+4396 chars]"
37	new_england_patriots	 Devin McCourty	Patriots-Texans Preview Capsule	NEW ENGLAND (10-1) at HOUSTON (7-4) Sunday, 8:20 p.m. ET, NBC OPENING LINE — Patriots by 4 RECORD VS. SPREAD — Patriots 7-4, Texans 5-6 Most Read StoriesWhat's happening to Paul Allen's billions? A year after his death, it's complicated VIEWBoeing 777X's fuse…	"NEW ENGLAND (10-1) at HOUSTON (7-4)
Sunday, 8:20 p.m. ET, NBC
OPENING LINE Patriots by 4
RECORD VS. SPREAD Patriots 7-4, Texans 5-6
SERIES RECORD Patriots lead 10-1
LAST MEETING Patriots beat Texans 27-20, Sept. 9, 2018
LAST WEEK Patriots beat Cowboys 1… [+2881 chars]"
38	new_england_patriots	 Devin McCourty	Patriots defense shines against NFL’s top-ranked offense	Entering its matchup with Dallas, one of the most common critiques of the Patriots' top-ranked defense this season was that it hadn't performed well against a top-tier offense.  New England stomped on that criticism during its 13-9 win over the Cowboys on Sun…	"FOXBOROUGH, Mass. (AP) -- Entering its matchup with Dallas, one of the most common critiques of the Patriots' top-ranked defense this season was that it hadn't performed well against a top-tier offense.
New England stomped on that criticism during its 13-9 w… [+4560 chars]"
39	new_england_patriots	 Devin McCourty	49ers, Ravens use highly effective, but very different, rushing attacks to excel	The 49ers and Ravens have both ridden devastating rushing attacks to the top of the NFL. We break down how they've been effective.	"As the Baltimore Ravens and San Francisco 49ers head into Sunday's matchup as the two most run-heavy attacks in the league, they've helped alter the perception of what offense must be in today's NFL.
The Ravens and 49ers are two of the best teams in the leag… [+12118 chars]"
40	new_england_patriots	 Devin McCourty	Patriots’ Captain Has Never Seen So Much Illness Among Players. Could It Be from Verizon Operating 5G at Their Stadium?	By B.N. Frank Verizon has installed 5G in 12 NFL stadiums including the home of the New England Patriots. So is it just a coincidence... Patriots’ Captain Has Never Seen So Much Illness Among Players. Could It Be from Verizon Operating 5G at Their Stadium?	"By B.N. Frank
Verizon has installed 5G in 12 NFL stadiums including the home of the New England Patriots.  So is it just a coincidence that there is now a mystery illness that is assumed to be The Flu causing players to be sent home from practice?
Exposure … [+1997 chars]"
41	new_england_patriots	 Devin McCourty	Patriots defense shines against NFL’s top-ranked offense	FOXBOROUGH, Mass. (AP) — Entering its matchup with Dallas, one of the most common critiques of the Patriots’ top-ranked defense this season was that it hadn’t performed well against a top-tier offense. New England stomped on that criticism during its 13-9 win…	"FOXBOROUGH, Mass. (AP) Entering its matchup with Dallas, one of the most common critiques of the Patriots’ top-ranked defense this season was that it hadn’t performed well against a top-tier offense.
New England stomped on that criticism during its 13-9 win … [+4504 chars]"
42	new_england_patriots	 Devin McCourty	Texans quarterback Deshaun Watson posses big problems for Pats secondary	FOXBORO – Houston Texans dual threat quarterback Deshaun Watson is a “secondary” problem for the New England Patriots defense. Neutralizing Watson’s athleticism, foot speed and strong accurate arm will require a coordinated effort from the Patriots defensive …	"FOXBORO Houston Texans dual threat quarterback Deshaun Watson is a secondary problem for the New England Patriots defense. 
Neutralizing Watsons athleticism, foot speed and strong accurate arm will require a coordinated effort from the Patriots defensive bac… [+2857 chars]"
43	new_england_patriots	 Devin McCourty	In a recurring theme, the defense does not rest	Whether it’s disguising or mixing schemes or providing blanket coverage, the Patriots defense is adept at making things as difficult as possible for its opponents.	"Lined up to Prescotts left, Cooper exploded into a crossing route at the snap with Gilmore right in his hip pocket, a storyline that would play out all day in New Englands 13-9 win over Dallas Sunday afternoon.
Prescott, who corralled a high shotgun snap, zi… [+3795 chars]"
44	new_england_patriots	 Devin McCourty	Eight miss practice as Patriots deal with flu bug	Eight players missed practice Wednesday for the Patriots due to flu-like symptoms, and another player was limited due to illness.	"FOXBOROUGH, Mass. -- The New England Patriots had eight players miss practice Wednesday due to flu-like symptoms, which safety Devin McCourty said was unlike anything he's seen in his 10 years with the team.
""We had guys come in, you'd look in their eyes and… [+1872 chars]"
45	new_england_patriots	 Devin McCourty	How the Patriots defense confused and confounded the Cowboys	The Patriots seemed to play more cat-and-mouse games with Dak Prescott than they did with any other quarterback this season.	"What they do so well is they know where their help is, Cowboys tight end Jason Witten told me after the game. They play to their help, they mix it up with the pressure, they have a good rush, and they know where that help is coming.
Even though its cover 0, … [+5591 chars]"
46	new_england_patriots	 Devin McCourty	Flu bug sacks Patriots, sends several players home sick	Five starters missed practice Wednesday, which could shake up Sunday's showdown in Houston.	"FOXBORO — Around Gillette Stadium, the flu claims victims every year. 
Symptoms typically present as mild to significant player injuries late in the preseason. They could be almost anything. Then, provided the Patriot is valuable but not indispensable, the t… [+3848 chars]"
47	new_england_patriots	 Devin McCourty	Patriots CB Stephon Gilmore makes Cowboys’ Amari Cooper his latest shutdown victim	Any time Patriots cornerback Stephon Gilmore finishes with more catches than his assigned receiver, it's been a good game. Especially when that receiver is Amari Cooper.	"FOXBORO Any time Patriots cornerback Stephon Gilmore finishes with more catches than his assigned receiver, it’s been a good game.
Especially when that receiver is Amari Cooper.
Gilmore shut down the three-time Pro Bowler during the Pats’ 13-9 win over the … [+3697 chars]"
48	new_england_patriots	 Devin McCourty	Flu bug forces 8 Patriots to miss practice	If anyone can beat the New England Patriots down the regular-season stretch, maybe it's the flu bug.	"If anyone can beat the New England Patriots down the regular-season stretch, maybe it’s the flu bug. 
Eight players missed practice due to illness on Wednesday, including five starters All-Pro cornerback Stephon Gilmore, safety Patrick Chung, linebackers Jam… [+2094 chars]"
49	new_england_patriots	 Devin McCourty	Patriots Mailbag: Texans matchup offers real opportunity for offense to pop	Can the Patriots offense get on track in Houston? Could the Cowboys go after Tom Brady this offseason? Those are some of the questions Phil Perry is answering in this week's Patriots Mailbag.	The Friday Bag is back, friends. Every week I'll be answering your questions be they Patriots-related, NFL-related or otherwise. This week, the focus for many of you was - no surprise - the overall effectiveness of the Patriots offense. We'll start with what … [+8029 chars]
50	new_england_patriots	 Devin McCourty	Meticulous Patriots battered unprepared Cowboys by taking care of details	Bill Belichick and the Patriots took care of all the little details on Sunday afternoon, and it all added up to a win over a Cowboys team that wasn't ready for prime time, writes Tom E. Curran.	"FOXBORO - Before we even saw the wind and rain, the Patriots' best approach for beating Dallas was anything but a full-frontal assault.
Not enough manpower. Not enough artillery.  
This game would require a more tactical approach. Trip wires. Booby traps. S… [+8128 chars]"
51	new_england_patriots	 Devin McCourty	Patriots' plan against Deshaun Watson: Keep him in pocket	Houston's playmaking QB thrives in big games, and New England hopes to limit his scrambling because he's often at his best when he's on the move.	"FOXBOROUGH, Mass. -- When the New England Patriots' defense looked most vulnerable this season -- which hasn't been often -- the Baltimore Ravens and quarterback Lamar Jackson sliced through them early and late in an early-November victory.
Jackson is one of… [+3237 chars]"
52	new_england_patriots	 Devin McCourty	Winners and losers from Thursday's Thanksgiving NFL action - msnNOW	Winners and losers from Thursday's Thanksgiving NFL action msnNOW NFL DFS for Saints vs. Falcons: Optimal DraftKings, FanDuel daily Fantasy football picks, lineups CBS Sports 8 unforgettable NFL Thanksgiving Day game moments Fox News Fantasy Football Week 13:…	"Family, food and football. Three of the best things in life came together on Thanksgiving with the NFLs tripleheader slate on Thursday. As everyone came together to watch football, the NFL delivered a satisfying day well never forget.
© Jason Getz-USA TODAY … [+19696 chars]"
53	new_england_patriots	 Devin McCourty	For the Patriots, Bill Belichick is the master adjuster	The players trust Bill Belichick. They trust his eyes. They know whatever he’s picked up from watching on the sideline is usually on the money. He has a good eye for detail and spotting issues.	"Bill Belichick had seen enough. The Eagles had just completed the longest drive of the year against his defense. It was the longest drive on his team in the past eight years.
It went 95 yards over the course of 16 plays and ate 9:33 off the clock. Even after… [+7337 chars]"
54	new_england_patriots	 Devin McCourty	How to Watch Cowboys vs. Patriots, NFL Week 12 Live Stream, Schedule, TV Channel, Start Time	Stream Cowboys vs. Patriots Live Online.	The NFC East-leading Dallas Cowboys (6-4) hit the road to take on the AFC East-leading Patriots (9-1) in a showdown between two of the NFLs best teams. These two teams have combined for 11 NFL Championships. The Cowboys lead the all-time series, 7-5 including… [+2807 chars]
55	new_england_patriots	 Devin McCourty	Patriots Report Card: Tom Brady, offense make strides as defense dominates again	The Pats' run game showed signs of life, while Stephon Gilmore played the best game of any Patriot this season.	"In a season full of throwback Patriots games, Sunday’s win over the Cowboys felt as close to an early 2000s triumph as any. 
The defense closing out an offensive-minded opponent under poor weather conditions. 
Tom Brady carrying the so-so skill-position tal… [+10386 chars]"
56	new_england_patriots	 Devin McCourty	Tipping Points: Week 12	Tipping Points: Week 12 Scott Spratt 25 Nov 2019, 05:21pm The final bye week of the 2019 season took away four of the NFL's most exciting offenses, but that was not enough to rob Sunday of overall excitement. It wasn't all the marquee teams, especially with t…	The final bye week of the 2019 season took away four of the NFL's most exciting offenses, but that was not enough to rob Sunday of overall excitement. It wasn't all the marquee teams, especially with the 49ers' drubbing of the Packers on Sunday night. But fiv… [+40557 chars]
57	new_england_patriots	 Devin McCourty	Flu bug forces 8 Patriots to miss practice	Breaking News, Latest News and Current News from OANN.com. Breaking news and video. Latest Current News: U.S., World, Entertainment, Health, Business, Technology, Politics, Sports.	"November 28, 2019
If anyone can beat the New England Patriots down the regular-season stretch, maybe it’s the flu bug.
Eight players missed practice due to illness on Wednesday, including five starters — All-Pro cornerback Stephon Gilmore, safety Patrick Ch… [+2107 chars]"
58	new_england_patriots	 Byron Cowart	Patriots list 17 players as questionable for Sunday night	Patriots head coach Bill Belichick said that the team would have had a hard time playing a game on Thanksgiving because of the illness that has spread throughout the team and that's reflected on the injury report they handed in on Friday. Tight end Ryan Izzo …	"Patriots head coach Bill Belichick said that the team would have had a hard time playing a game on Thanksgiving because of the illness that has spread throughout the team and thats reflected on the injury report they handed in on Friday.
Tight end Ryan Izzo … [+857 chars]"
59	new_england_patriots	 Byron Cowart	Tracking Terps NFL Success: Week 12	DJ Moore (No. 12) makes his second touchdown catch in the Panthers' 34-31 loss to the Saints. USA TODAY Sports Maryland’s contingency in the NFL seems to be growing by the year. TSR will be tracking the success of Terps in the pros this fall.	"Marylands contingency in the NFL seems to be growing by the year. TSR will be tracking the success of Terps in the pros this fall.
Heres a look at their performances in Week 12:
DJ Moore (WR - Carolina Panthers)
Moore led the way for Carolina, as the Panth… [+3055 chars]"
60	new_england_patriots	 Byron Cowart	Week 13 injury report roundup	Week 13 of the 2019 NFL season kicked off on Thursday with wins by the Bears, Bills and Saints and it continues with 12 more games on Sunday, which means that the 24 teams in those games submitted their final injury reports of the week on Friday. The teams pl…	"Week 13 of the 2019 NFL season kicked off on Thursday with wins by the Bears, Bills and Saints and it continues with 12 more games on Sunday, which means that the 24 teams in those games submitted their final injury reports of the week on Friday.
The teams p… [+5494 chars]"
61	new_england_patriots	 Byron Cowart	Patriots vs. Texans Week 13 injury report: Tom Brady not listed, 17 players questionable	The New England Patriots are getting healthier, but they're not out of the woods yet. The Patriots listed a whopping 17 players as questionable for Sunday night's game against the Houston Texans in their final injury report Friday, though Tom Brady was remove…	"The New England Patriots are getting healthier, but they're not out of the woods yet.
The Patriots listed a whopping 17 players as questionable for Sunday night's game against the Houston Texans in their final injury report Friday, though Tom Brady was remov… [+1629 chars]"
62	new_england_patriots	 Byron Cowart	Patriots have overcome illness that hit locker room	The team appears to have overcome the illness that hit the locker room, but nine were listed on the injury report as ill.	"If Im being honest with you, I think it got a little overhyped, McCourty said after Fridays practice. We have guys back in here. Its back to work. Guys are out there at practice, so I think almost everyone that was sick was back out there.
Donta Hightower, I… [+4478 chars]"
63	new_england_patriots	 Byron Cowart	Patriots list 17 players as questionable for Sunday night	Patriots head coach Bill Belichick said that the team would have had a hard time playing a game on Thanksgiving because of the illness that has spread throughout the team and that’s reflected on the injury report they handed in on Friday. Tight end Ryan Izzo …	"Patriots head coach Bill Belichick said that the team would have had a hard time playing a game on Thanksgiving because of the illness that has spread throughout the team and that’s reflected on the injury report they handed in on Friday.
Tight end Ryan Izzo… [+860 chars]"
64	new_england_patriots	 Byron Cowart	Week 13 injury report roundup	Week 13 of the 2019 NFL season kicked off on Thursday with wins by the Bears, Bills and Saints and it continues with 12 more games on Sunday, which means that the 24 teams in those games submitted their final injury reports of the week on Friday. The teams pl…	"Week 13 of the 2019 NFL season kicked off on Thursday with wins by the Bears, Bills and Saints and it continues with 12 more games on Sunday, which means that the 24 teams in those games submitted their final injury reports of the week on Friday.
The teams p… [+5512 chars]"
65	new_england_patriots	 Byron Cowart	Ryan Izzo Out, 17 Patriots Listed As Questionable For Game Vs. Texans	The Patriots listed 17 players as questionable for the game, with nine of those players suffering from an illness.	BOSTON (CBS) — After beating the Cowboys in cold and rainy conditions, a sickness spread through the Patriots’ locker room this week. The illness led to limited numbers at practice, and to Bill Belichick being thankful that his team didn’t have to play on Tha… [+1395 chars]
66	new_england_patriots	 David Andrews	Patriots assistant coach Ivan Fears not worried about struggling running game	Their average of 91 rushing yards per game ranks 24th in the league, while their average of 3.3 yards per carry ranks 30th.	"FOXBOROUGH As long as the Patriots are winning, running backs coach Ivan Fears isnt frustrated by the teams struggling run game.
Say, we were 3-6 right now, Fears said Friday at Gillette Stadium. Rushing for 2,000 yards at this point? It wouldnt be worth [ex… [+3252 chars]"
67	new_england_patriots	 David Andrews	Is the Patriots offensive line about to hit its stride?	The Pats rushed for more than 100 yards for the first time in six weeks and have been a top pass-protecting team.	"FOXBORO On the Patriots’ longest run in six weeks, most of Sony Michel’s blockers abandoned him. 
It was perfect. 
Both guards pulled left to start the Pats’ second drive last weekend against Dallas, as did tight end Matt LaCosse. All three of them slammed … [+4115 chars]"
68	new_england_patriots	 David Andrews	Time for Patriots to step up the running game	The Patriots’ running game took a very small step forward Sunday against Dallas in left tackle Isaiah Wynn’s first game back after missing eight games on injured reserve, but it’s going to take more than that to snap the offense out of its doldrums.	"FOXBORO — The Patriots running game took a very small step forward Sunday against Dallas in left tackle Isaiah Wynns first game back after missing eight games on injured reserve, but its going to take more than that to snap the offense out of its doldrums. 
… [+3675 chars]"
69	new_england_patriots	 David Andrews	Patriots-Cowboys tilt pits No. 1 defence vs. No. 1 offence	Tom Brady would like to maintain his unblemished career record against the Dallas Cowboys, and the New England Patriots definitely have the defence to support him on Sunday.	"FOXBOROUGH, MASS.—As a young football fan growing up in California, it didn’t take Tom Brady long to dislike the Dallas Cowboys.
“I’ve really not liked the Cowboys since coming out of the womb as a Niner fan,” Brady joked this week. “They’ve got a lot of gre… [+4702 chars]"
70	new_england_patriots	 Duron Harmon	Stephon Gilmore Among 8 Patriots Players to Miss Practice with Flu-Like Illness	The New England Patriots had eight players miss the team's Wednesday practice with flu-like symptoms, per ESPN's  Mike Reiss .  Reiss listed cornerback Stephon Gilmore, safety Patrick Chung, linebackers Jamie Collins Sr...	"Billie Weiss/Getty Images
The New England Patriots had eight players miss the team's Wednesday practice with flu-like symptoms, per ESPN's Mike Reiss.
Reiss listed cornerback Stephon Gilmore, safety Patrick Chung, linebackers Jamie Collins Sr. and Dont'a Hi… [+1227 chars]"
71	new_england_patriots	 Duron Harmon	Patriots defense identifies the key to facing Texans QB DeShaun Watson	The Patriots defense identifies what they need to do to control DeShaun Watson.	"The New England Patriots defense needs to do a much better job of containing speedy quarterbacks like Lamar Jackson. 
While they failed to stifle Jackson and the Baltimore Ravens offense at the beginning of November, a few members of the New England defense … [+1225 chars]"
72	new_england_patriots	 Duron Harmon	Patriots’ game plan for Texans WR DeAndre Hopkins could get complicated	Hopkins has enjoyed periodic success against Stephon Gilmore, who could miss Sunday's game.	"FOXBORO — It’s been 14 months since the Patriots last saw Texans wide receiver DeAndre Hopkins. 
In Bill Belichick‘s eyes, he’s the same All-Pro problem. 
“He was great then. Hes great now,” Belichick said Wednesday. 
One of the few wide receivers who’s be… [+3372 chars]"
73	new_england_patriots	 Duron Harmon	Texans quarterback Deshaun Watson posses big problems for Pats secondary	FOXBORO – Houston Texans dual threat quarterback Deshaun Watson is a “secondary” problem for the New England Patriots defense. Neutralizing Watson’s athleticism, foot speed and strong accurate arm will require a coordinated effort from the Patriots defensive …	"FOXBORO Houston Texans dual threat quarterback Deshaun Watson is a secondary problem for the New England Patriots defense. 
Neutralizing Watsons athleticism, foot speed and strong accurate arm will require a coordinated effort from the Patriots defensive bac… [+2857 chars]"
74	new_england_patriots	 Duron Harmon	In a recurring theme, the defense does not rest	Whether it’s disguising or mixing schemes or providing blanket coverage, the Patriots defense is adept at making things as difficult as possible for its opponents.	"Lined up to Prescotts left, Cooper exploded into a crossing route at the snap with Gilmore right in his hip pocket, a storyline that would play out all day in New Englands 13-9 win over Dallas Sunday afternoon.
Prescott, who corralled a high shotgun snap, zi… [+3795 chars]"
75	new_england_patriots	 Duron Harmon	Eight miss practice as Patriots deal with flu bug	Eight players missed practice Wednesday for the Patriots due to flu-like symptoms, and another player was limited due to illness.	"FOXBOROUGH, Mass. -- The New England Patriots had eight players miss practice Wednesday due to flu-like symptoms, which safety Devin McCourty said was unlike anything he's seen in his 10 years with the team.
""We had guys come in, you'd look in their eyes and… [+1872 chars]"
76	new_england_patriots	 Duron Harmon	It’s not pretty, but for the Patriots, this is the new normal	For fans accustomed to watching the offense reach the endzone early and often, having a defense-first team  will take some getting used to.	Defense carried the day again for Bill Belichicks charges. Its obvious 11 games into the season that defense is going to carry this team as far as its going to go. The tables have turned. Tom Brady used to be able to claim the defense as dependents. Now, if t… [+5849 chars]
77	new_england_patriots	 Duron Harmon	Patriots defense answers the bell against Cowboys top offense	Patriots defense makes statement by shutting down NFL's best offense	"FOXBORO –  The Patriots defense rebounded from their Ravens debacle by shutting down the Eagles last week. 
But naturally, football pundits wanted to see more, needed to see more. They wanted more evidence of the units greatness. The Eagles were missing seve… [+5062 chars]"
78	new_england_patriots	 Duron Harmon	Flu bug sacks Patriots, sends several players home sick	Five starters missed practice Wednesday, which could shake up Sunday's showdown in Houston.	"FOXBORO — Around Gillette Stadium, the flu claims victims every year. 
Symptoms typically present as mild to significant player injuries late in the preseason. They could be almost anything. Then, provided the Patriot is valuable but not indispensable, the t… [+3848 chars]"
79	new_england_patriots	 Duron Harmon	Patriots' plan against Deshaun Watson: Keep him in pocket	Houston's playmaking QB thrives in big games, and New England hopes to limit his scrambling because he's often at his best when he's on the move.	"FOXBOROUGH, Mass. -- When the New England Patriots' defense looked most vulnerable this season -- which hasn't been often -- the Baltimore Ravens and quarterback Lamar Jackson sliced through them early and late in an early-November victory.
Jackson is one of… [+3237 chars]"
80	new_england_patriots	 Duron Harmon	Patriots Report Card: Tom Brady, offense make strides as defense dominates again	The Pats' run game showed signs of life, while Stephon Gilmore played the best game of any Patriot this season.	"In a season full of throwback Patriots games, Sunday’s win over the Cowboys felt as close to an early 2000s triumph as any. 
The defense closing out an offensive-minded opponent under poor weather conditions. 
Tom Brady carrying the so-so skill-position tal… [+10386 chars]"
81	new_england_patriots	 Duron Harmon	New England Patriots search for fourth kicker as 8 players miss practice because of flu-like symptoms: report	The New England Patriots are facing an uphill battle in Sunday’s game against the Houston Texans after kicker Nick Folk underwent an appendectomy this week in addition to a string of players who were out from Wednesday’s practice with flu-like symptoms.	"The New England Patriots are facing an uphill battle in Sunday’s game against the Houston Texans after kicker Nick Folk underwent an appendectomy this week in addition to a string of players who were out from Wednesday’s practice with flu-like symptoms.
The … [+1431 chars]"
